iter	RMSE
369	8498.579649
370	8496.871506
371	8495.632875
372	8493.446441
373	8492.395448
374	8490.900365
375	8489.506444
376	8487.759846
377	8486.7926
378	8485.33526
379	8484.03472
380	8482.443232
381	8482.171211
382	8480.896858
383	8479.623173
384	8478.10641
385	8476.300715
386	8475.251026
387	8474.238744
388	8472.777415
389	8471.731369
390	8471.275919
391	8470.966311
392	8470.028069
393	8469.161037
394	8467.113308
395	8466.104731
396	8464.38094
397	8463.212684
398	8462.617018
399	8460.838061
400	8458.574776
401	8456.585865
402	8455.643743
403	8454.449678
404	8452.388475
405	8450.62591
406	8449.317847
407	8447.084647
408	8446.850838
409	8446.367015
410	8444.877915
411	8441.724247
412	8440.4481
413	8439.266261
414	8438.499771
415	8437.892829
416	8434.905488
417	8433.250051
418	8431.786998
419	8431.34597
420	8428.540733
421	8426.835306
422	8424.317008
423	8423.836633
424	8421.940528
425	8419.660389
426	8418.617223
427	8417.105879
428	8416.561649
429	8415.050544
430	8414.094484
431	8413.364092
432	8412.336771
433	8410.954092
434	8409.532571
435	8408.954478
436	8408.449903
437	8407.754282
438	8407.242348
439	8405.932352
440	8404.42763
441	8402.6277
442	8400.924466
443	8399.317506
444	8398.712031
445	8398.18257
446	8396.997704
447	8395.26365
448	8394.696772
449	8394.056806
450	8392.929044
451	8392.254734
452	8391.286709
453	8389.876278
454	8388.574249
455	8387.277655
456	8386.768637
457	8386.395488
458	8385.979024
459	8384.701928
460	8383.71498
461	8383.42852
462	8382.226646
463	8380.777488
464	8379.73787
465	8378.550398
466	8377.1394
467	8376.532407
468	8376.090669
469	8374.753817
470	8373.724791
471	8372.747099
472	8371.330099
473	8370.972021
474	8370.509732
475	8369.327829
476	8367.560453
477	8367.102946
478	8366.042177
479	8365.327676
480	8363.236916
481	8362.246899
482	8361.869262
483	8361.747918
484	8360.024314
485	8358.924249
486	8358.488042
487	8358.288053
488	8357.7106
489	8355.518354
490	8355.102891
491	8354.68458
492	8353.459496
493	8352.933319
494	8351.171146
495	8349.7643
496	8349.147299
497	8348.077204
498	8347.152121
499	8345.794426
500	8344.353174
501	8344.036166
502	8343.702599
503	8342.947689
504	8342.630342
505	8342.266225
506	8340.721566
507	8340.203377
508	8340.174706
509	8339.910235
510	8339.730037
511	8338.987645
512	8338.036115
513	8336.934921
514	8335.981485
515	8335.460175
516	8334.215588
517	8333.93434
518	8333.27897
519	8333.199251
520	8332.5121
521	8330.484075
522	8328.229504
523	8327.92225
524	8326.202841
525	8325.978877
526	8324.86362
527	8323.768336
528	8322.876544
529	8321.112854
530	8320.000767
531	8319.645617
532	8318.986013
533	8318.691551
534	8316.534835
535	8315.908984
536	8315.164357
537	8314.95716
538	8314.192662
539	8313.247542
540	8312.882197
541	8311.697368
542	8311.67006
543	8311.184305
544	8310.525244
545	8309.73436
546	8308.887418
547	8306.843532
548	8306.251442
549	8304.289801
550	8303.623959
551	8303.028518
552	8301.973104
553	8300.597174
554	8299.414211
555	8299.067979
556	8297.808932
557	8295.914213
558	8295.495423
559	8294.4165
560	8294.104267
561	8292.096837
562	8290.381443
563	8290.212534
564	8289.281069
565	8288.543804
566	8287.903261
567	8287.55135
568	8286.446817
569	8284.393842
570	8282.834525
571	8282.103577
572	8280.447789
573	8280.007534
574	8279.018503
575	8277.889783
576	8276.401291
577	8275.964193
578	8274.699675
579	8274.24914
580	8272.769508
581	8271.95064
582	8270.909596
583	8270.545151
584	8268.678777
585	8267.316391
586	8266.525361
587	8265.614359
588	8264.94207
589	8263.988508
590	8262.577887
591	8261.681388
592	8260.435652
593	8260.040442
594	8258.978955
595	8258.683638
596	8257.92335
597	8257.148302
598	8255.805326
599	8254.871342
600	8253.266578
601	8252.641815
602	8251.622078
603	8249.838513
604	8249.800976
605	8249.696944
606	8249.523116
607	8249.501893
608	8248.962686
609	8248.415832
610	8247.536491
611	8246.265778
612	8246.029362
613	8245.250378
614	8244.679465
615	8243.035589
616	8242.516457
617	8242.38353
618	8241.277965
619	8239.707535
620	8238.918937
621	8237.959793
622	8237.730412
623	8237.431678
624	8236.172244
625	8235.292005
626	8234.195205
627	8233.347585
628	8232.728671
629	8231.383053
630	8230.887313
631	8230.7683
632	8229.966751
633	8229.688638
634	8228.515028
635	8228.008392
636	8227.40695
637	8225.681789
638	8224.734433
639	8224.358311
640	8223.198425
641	8222.5622
642	8221.491458
643	8220.635575
644	8220.121875
645	8219.373915
646	8217.516234
647	8215.968276
648	8215.126691
649	8214.414068
650	8213.808379
651	8213.311132
652	8213.035978
653	8211.891415
654	8210.786442
655	8210.7456
656	8210.050361
657	8208.565485
658	8208.192489
659	8207.469488
660	8206.795584
661	8205.726839
662	8205.409569
663	8204.633698
664	8204.131237
665	8203.4411
666	8202.895448
667	8202.601227
668	8202.149796
669	8201.068985
670	8200.553706
671	8200.330433
672	8199.655023
673	8199.379708
674	8198.746653
675	8198.327349
676	8197.678811
677	8197.034239
678	8196.347154
679	8195.955645
680	8194.962715
681	8194.516989
682	8193.926457
683	8192.202237
684	8191.406758
685	8191.112699
686	8190.829021
687	8189.915364
688	8189.645953
689	8189.081595
690	8187.672738
691	8186.283009
692	8184.991995
693	8184.447255
694	8184.197116
695	8183.610812
696	8182.885288
697	8182.106743
698	8181.899266
699	8181.639944
700	8179.998748
701	8179.889011
702	8179.237052
703	8178.65593
704	8178.422011
705	8177.871512
706	8177.276864
707	8176.648348
708	8175.757314
709	8175.101044
710	8174.270686
711	8173.36561
712	8172.964638
713	8172.410566
714	8171.984094
715	8171.566373
716	8171.050766
717	8169.68679
718	8168.850313
719	8168.575039
720	8168.207933
721	8166.504626
722	8166.32832
723	8165.424243
724	8164.614403
725	8163.56746
726	8163.151659
727	8161.635691
728	8161.409617
729	8160.554642
730	8159.715134
731	8158.175559
732	8157.911884
733	8156.773109
734	8155.766355
735	8155.087541
736	8154.834723
737	8154.297855
738	8153.817149
739	8153.194983
740	8153.002993
741	8152.756041
742	8152.353297
743	8151.977464
744	8151.208277
745	8150.28154
746	8149.925272
747	8149.412663
748	8148.850018
749	8147.996969
750	8147.514889
751	8147.265764
752	8146.988303
753	8146.810361
754	8145.717489
755	8145.23351
756	8144.703987
757	8143.989369
758	8143.763955
759	8143.488526
760	8142.872078
761	8142.41193
762	8142.211218
763	8141.884855
764	8140.916165
765	8140.757132
766	8140.593342
767	8140.449955
768	8139.495557
769	8139.308445
770	8138.42357
771	8137.539107
772	8137.373682
773	8136.926806
774	8136.27118
775	8135.737631
776	8134.912957
777	8134.450058
778	8133.665152
779	8133.216424
780	8133.092641
781	8132.312036
782	8132.117762
783	8131.167155
784	8130.479908
785	8130.283045
786	8129.896975
787	8129.715364
788	8128.759642
789	8128.199294
790	8128.055251
791	8126.901069
792	8126.12707
793	8125.609582
794	8125.597276
795	8124.775303
796	8124.589201
797	8124.207832
798	8123.606322
799	8123.025743
800	8121.812168
801	8121.628775
802	8120.710208
803	8119.800852
804	8119.369608
805	8118.669516
806	8117.447941
807	8117.301964
808	8116.963653
809	8116.106656
810	8116.00235
811	8115.357495
812	8115.140328
813	8114.718569
814	8114.223025
815	8113.630711
816	8112.9408
817	8112.342206
818	8112.116586
819	8111.816551
820	8111.165729
821	8110.473991
822	8109.140943
823	8108.882376
824	8108.162438
825	8108.146105
826	8107.917896
827	8107.447352
828	8107.070114
829	8106.710538
830	8106.326572
831	8105.777605
832	8105.170347
833	8105.003941
834	8104.839231
835	8104.447211
836	8104.069842
837	8103.001719
838	8102.537097
839	8102.292852
840	8102.00305
841	8101.313539
842	8100.974081
843	8099.697716
844	8099.275757
845	8098.182476
846	8097.493909
847	8097.37982
848	8096.528478
849	8096.041451
850	8095.857796
851	8094.564938
852	8093.705406
853	8093.327879
854	8092.827079
855	8092.528506
856	8092.103304
857	8091.524507
858	8091.078624
859	8090.751598
860	8090.416
861	8089.432528
862	8089.273759
863	8088.843691
864	8087.803099
865	8086.697463
866	8086.407514
867	8085.744099
868	8085.729064
869	8085.354544
870	8084.299648
871	8083.887741
872	8083.378091
873	8082.798271
874	8082.536378
875	8081.591772
876	8081.297178
877	8080.330063
878	8079.858605
879	8078.6822
880	8078.557723
881	8078.381254
882	8078.097534
883	8077.80886
884	8076.386046
885	8076.172682
886	8075.767658
887	8075.298678
888	8075.019133
889	8074.464764
890	8074.092008
891	8072.824839
892	8072.744077
893	8072.347565
894	8072.227918
895	8071.462479
896	8071.120494
897	8070.826864
898	8070.319731
899	8070.247368
900	8069.871804
901	8068.502802
902	8068.096244
903	8068.051941
904	8067.253942
905	8066.843693
906	8066.065442
907	8065.620545
908	8065.256672
909	8064.860446
910	8064.639093
911	8063.607432
912	8062.32042
913	8061.606919
914	8061.024155
915	8060.295512
916	8060.078066
917	8059.236083
918	8059.201208
919	8058.030288
920	8057.875935
921	8057.328946
922	8056.528281
923	8056.286936
924	8055.978779
925	8055.270016
926	8054.809249
927	8053.988604
928	8053.286331
929	8052.831266
930	8052.246574
931	8051.432141
932	8051.117366
933	8051.004743
934	8050.604595
935	8050.101427
936	8049.993723
937	8049.303486
938	8048.969138
939	8048.847307
940	8048.420908
941	8048.305165
942	8048.261838
943	8047.512176
944	8047.50414
945	8047.126002
946	8046.662553
947	8045.704682
948	8045.301495
949	8044.499393
950	8043.953096
951	8043.209012
952	8042.736685
953	8042.562646
954	8041.58912
955	8041.406445
956	8040.957773
957	8040.601825
958	8040.083175
959	8039.329319
960	8038.427869
961	8037.992363
962	8037.23325
963	8036.572729
964	8036.177514
965	8035.404044
966	8034.166861
967	8033.826139
968	8033.158039
969	8032.842875
970	8032.328724
971	8032.000779
972	8031.539917
973	8030.480179
974	8030.293224
975	8030.08346
976	8029.434233
977	8028.746693
978	8028.532691
979	8028.180097
980	8027.737188
981	8027.583544
982	8026.794438
983	8026.050493
984	8025.368535
985	8025.126664
986	8024.265287
987	8024.24272
988	8023.562327
989	8023.208119
990	8022.707776
991	8022.39762
992	8022.044474
993	8021.434636
994	8021.237754
995	8021.055443
996	8020.657061
997	8020.396702
998	8020.026996
999	8019.507793
1000	8019.151408
1001	8018.493552
1002	8017.565751
1003	8017.245464
1004	8016.201707
1005	8015.662362
1006	8014.845982
1007	8014.710125
1008	8014.509859
1009	8014.32863
1010	8013.976375
1011	8013.591014
1012	8013.101272
1013	8012.600538
1014	8011.964171
1015	8011.341432
1016	8010.998396
1017	8010.263231
1018	8010.256621
1019	8009.930551
1020	8009.700239
1021	8009.265719
1022	8008.107681
1023	8007.341976
1024	8006.733183
1025	8006.71231
1026	8005.729282
1027	8005.504019
1028	8005.214923
1029	8004.835691
1030	8004.430395
1031	8003.383402
1032	8003.090953
1033	8002.622017
1034	8002.317666
1035	8002.178617
1036	8001.371385
1037	8001.020661
1038	8000.706236
1039	8000.496869
1040	8000.315834
1041	8000.30502
1042	8000.192639
1043	7999.910179
1044	7999.346601
1045	7998.787417
1046	7998.200411
1047	7997.841973
1048	7997.414765
1049	7996.499672
1050	7996.444132
1051	7995.743957
1052	7994.97499
1053	7994.424105
1054	7994.294671
1055	7993.545944
1056	7993.088284
1057	7992.538626
1058	7992.051766
1059	7991.536815
1060	7990.700791
1061	7990.010577
1062	7989.40568
1063	7989.177526
1064	7988.299779
1065	7988.006771
1066	7987.665166
1067	7987.245359
1068	7986.544169
1069	7986.28474
1070	7985.949437
1071	7985.511566
1072	7985.075092
1073	7984.673706
1074	7984.46818
1075	7984.366795
1076	7983.93278
1077	7983.699223
1078	7983.478223
1079	7982.961296
1080	7982.54507
1081	7982.510352
1082	7982.313294
1083	7982.141584
1084	7981.157297
1085	7981.005477
1086	7980.089108
1087	7979.295349
1088	7978.846776
1089	7978.567713
1090	7978.058002
1091	7977.997048
1092	7977.557479
1093	7977.438102
1094	7977.381519
1095	7976.994577
1096	7976.549674
1097	7976.443571
1098	7975.866578
1099	7975.347921
1100	7975.040806
1101	7975.037948
1102	7974.971027
1103	7974.916055
1104	7974.078699
1105	7973.987591
1106	7973.688077
1107	7973.645086
1108	7973.595397
1109	7972.900833
1110	7972.563522
1111	7971.794573
1112	7970.96962
1113	7970.527841
1114	7970.390985
1115	7970.196398
1116	7969.853397
1117	7968.991371
1118	7968.116234
1119	7967.727181
1120	7967.334582
1121	7966.265171
1122	7965.434936
1123	7965.055017
1124	7964.266393
1125	7963.734141
1126	7963.224719
1127	7962.441383
1128	7961.672356
1129	7961.054048
1130	7960.867528
1131	7960.60096
1132	7959.989648
1133	7958.988187
1134	7958.659516
1135	7957.961886
1136	7957.873432
1137	7957.196058
1138	7957.045925
1139	7956.864741
1140	7956.427501
1141	7956.29284
1142	7956.013196
1143	7955.40389
1144	7954.979148
1145	7954.683697
1146	7954.563473
1147	7953.774738
1148	7953.354296
1149	7953.028972
1150	7952.860657
1151	7952.746124
1152	7952.231045
1153	7951.747358
1154	7950.899635
1155	7950.85236
1156	7950.775078
1157	7950.529341
1158	7950.379652
1159	7950.262251
1160	7949.966149
1161	7949.765218
1162	7949.54682
1163	7949.06746
1164	7948.540179
1165	7948.231872
1166	7947.985989
1167	7947.596612
1168	7946.82148
1169	7946.563097
1170	7946.166517
1171	7945.670136
1172	7945.543767
1173	7945.148932
1174	7944.765465
1175	7944.376755
1176	7943.764103
1177	7943.656007
1178	7942.609223
1179	7942.531438
1180	7942.386162
1181	7941.754892
1182	7941.452494
1183	7940.942245
1184	7940.833546
1185	7940.639046
1186	7940.611088
1187	7940.398843
1188	7939.827498
1189	7939.343894
1190	7938.844622
1191	7938.028907
1192	7937.586044
1193	7936.927492
1194	7936.121209
1195	7935.792793
1196	7935.412074
1197	7935.206307
1198	7934.847777
1199	7934.235846
1200	7934.038622
1201	7934.011044
1202	7933.820694
1203	7933.10311
1204	7932.831194
1205	7932.689893
1206	7932.49319
1207	7932.240436
1208	7931.481304
1209	7930.898013
1210	7930.103373
1211	7929.693281
1212	7929.22169
1213	7929.064542
1214	7928.547371
1215	7928.445356
1216	7928.09723
1217	7927.317201
1218	7927.11475
1219	7926.673127
1220	7926.252285
1221	7925.95953
1222	7925.602855
1223	7925.12144
1224	7924.826181
1225	7924.670916
1226	7924.259044
1227	7923.745749
1228	7923.19592
1229	7923.042366
1230	7922.952349
1231	7922.862446
1232	7922.367988
1233	7922.202074
1234	7922.189597
1235	7921.93435
1236	7921.891369
1237	7921.609639
1238	7921.088924
1239	7920.857193
1240	7920.392045
1241	7919.746535
1242	7918.99566
1243	7918.135937
1244	7917.846085
1245	7917.576902
1246	7917.175871
1247	7916.797563
1248	7916.74913
1249	7916.715127
1250	7916.188811
1251	7915.639586
1252	7915.141864
1253	7914.832101
1254	7914.499227
1255	7914.48818
1256	7914.307409
1257	7914.061837
1258	7913.581306
1259	7913.456301
1260	7913.152199
1261	7913.148732
1262	7912.892693
1263	7912.54361
1264	7912.35407
1265	7912.021556
1266	7911.854688
1267	7911.418765
1268	7911.068138
1269	7910.820817
1270	7910.732912
1271	7910.514522
1272	7910.452353
1273	7910.403586
1274	7910.012576
1275	7909.555663
1276	7909.021961
1277	7908.831898
1278	7908.083605
1279	7908.073219
1280	7907.039367
1281	7906.795536
1282	7906.637696
1283	7905.509435
1284	7904.742904
1285	7904.269266
1286	7903.808669
1287	7903.611078
1288	7903.123388
1289	7902.342878
1290	7902.041557
1291	7901.675164
1292	7901.232004
1293	7901.222961
1294	7901.045025
1295	7901.036015
1296	7900.699355
1297	7900.574739
1298	7900.351766
1299	7899.992149
1300	7899.356753
1301	7899.255579
1302	7898.641486
1303	7898.521065
1304	7897.821032
1305	7897.692502
1306	7897.39322
1307	7897.259951
1308	7897.166297
1309	7896.509256
1310	7895.822167
1311	7895.742896
1312	7895.489819
1313	7894.825764
1314	7894.653687
1315	7894.376796
1316	7893.784884
1317	7893.651499
1318	7893.218035
1319	7892.897209
1320	7892.398319
1321	7891.98391
1322	7891.510791
1323	7891.049254
1324	7890.70643
1325	7890.457202
1326	7889.797195
1327	7889.492211
1328	7888.861938
1329	7888.409179
1330	7887.985265
1331	7887.726276
1332	7887.039764
1333	7886.904008
1334	7886.374786
1335	7886.171418
1336	7886.014786
1337	7885.558718
1338	7885.554639
1339	7885.326095
1340	7885.258808
1341	7884.910483
1342	7884.574166
1343	7884.320208
1344	7884.148915
1345	7883.790999
1346	7883.538738
1347	7883.474127
1348	7883.143904
1349	7882.925081
1350	7882.432594
1351	7881.913768
1352	7881.447029
1353	7881.208485
1354	7881.117607
1355	7880.259597
1356	7879.901275
1357	7879.549176
1358	7879.273673
1359	7879.202924
1360	7878.768207
1361	7878.488406
1362	7878.17691
1363	7877.6429
1364	7877.534027
1365	7877.497869
1366	7877.124967
1367	7876.526192
1368	7876.504576
1369	7876.367267
1370	7875.991403
1371	7875.814193
1372	7875.400179
1373	7874.819757
1374	7874.134834
1375	7873.982964
1376	7873.51412
1377	7872.857837
1378	7872.790037
1379	7872.195448
1380	7871.852136
1381	7871.657105
1382	7871.324585
1383	7870.821439
1384	7870.590147
1385	7870.435635
1386	7870.211884
1387	7869.804594
1388	7869.793928
1389	7868.99161
1390	7868.879068
1391	7868.38826
1392	7868.225304
1393	7867.517208
1394	7867.452066
1395	7867.298989
1396	7866.769419
1397	7866.460975
1398	7866.267199
1399	7866.139246
1400	7865.751559
1401	7865.355693
1402	7864.92668
1403	7864.418748
1404	7864.001946
1405	7863.647313
1406	7863.483268
1407	7863.084368
1408	7863.077753
1409	7862.629637
1410	7862.291467
1411	7862.078792
1412	7861.631355
1413	7861.325316
1414	7860.636691
1415	7860.392635
1416	7860.261382
1417	7860.158668
1418	7860.064442
1419	7859.540892
1420	7859.021204
1421	7858.595644
1422	7858.418213
1423	7858.096708
1424	7857.937407
1425	7857.482302
1426	7857.328584
1427	7856.662054
1428	7856.397851
1429	7855.335566
1430	7854.473154
1431	7854.266518
1432	7854.232831
1433	7853.946348
1434	7853.660885
1435	7853.377758
1436	7853.287687
1437	7852.790706
1438	7852.383406
1439	7852.145347
1440	7852.015053
1441	7852.002073
1442	7851.595433
1443	7851.326442
1444	7851.203098
1445	7850.974268
1446	7850.743061
1447	7850.444499
1448	7850.253121
1449	7849.596448
1450	7849.383335
1451	7849.085419
1452	7848.52932
1453	7848.230574
1454	7847.995657
1455	7847.782871
1456	7847.378946
1457	7846.607361
1458	7846.258691
1459	7846.029231
1460	7845.644988
1461	7845.525272
1462	7845.338039
1463	7845.084541
1464	7844.880223
1465	7844.655636
1466	7844.247055
1467	7844.232843
1468	7844.096038
1469	7843.999503
1470	7843.597827
1471	7843.589271
1472	7843.270599
1473	7842.953911
1474	7842.904581
1475	7842.760744
1476	7842.338345
1477	7842.303253
1478	7841.893687
1479	7841.348872
1480	7841.125129
1481	7840.936481
1482	7840.743453
1483	7840.082048
1484	7839.728742
1485	7839.635854
1486	7838.993085
1487	7838.882138
1488	7838.354366
1489	7837.924813
1490	7837.601402
1491	7837.597912
1492	7837.591956
1493	7837.014811
1494	7836.440956
1495	7836.294001
1496	7836.137092
1497	7835.897942
1498	7835.611753
1499	7835.361811
1500	7835.230755
1501	7834.343573
1502	7833.728401
1503	7833.225835
1504	7833.066693
1505	7832.68647
1506	7832.189637
1507	7831.954607
1508	7831.407672
1509	7831.333657
1510	7830.994517
1511	7830.711566
1512	7830.434814
1513	7830.034723
1514	7829.861791
1515	7829.564049
1516	7829.288774
1517	7829.037154
1518	7828.888488
1519	7828.753507
1520	7828.644378
1521	7828.018328
1522	7827.87551
1523	7827.733861
1524	7827.557132
1525	7827.308587
1526	7827.156868
1527	7826.894284
1528	7826.703303
1529	7826.295512
1530	7825.573769
1531	7825.475355
1532	7825.331882
1533	7825.263485
1534	7824.838157
1535	7824.744724
1536	7824.388673
1537	7824.26371
1538	7824.097442
1539	7823.858361
1540	7823.29801
1541	7823.056029
1542	7822.892329
1543	7822.368161
1544	7822.152599
1545	7822.094557
1546	7821.186048
1547	7820.957422
1548	7820.874364
1549	7820.720215
1550	7820.393571
1551	7820.186635
1552	7820.173853
1553	7819.934048
1554	7819.672206
1555	7819.453773
1556	7819.251925
1557	7819.129416
1558	7818.930975
1559	7818.739228
1560	7818.685659
1561	7817.149877
1562	7816.854699
1563	7816.617155
1564	7816.365863
1565	7816.167599
1566	7816.021347
1567	7815.825365
1568	7815.79426
1569	7815.742713
1570	7815.445214
1571	7815.131296
1572	7814.877969
1573	7814.561454
1574	7814.324658
1575	7814.253045
1576	7813.663158
1577	7813.572978
1578	7813.509135
1579	7813.126258
1580	7813.010258
1581	7813.008528
1582	7812.913422
1583	7812.572333
1584	7812.389816
1585	7812.230762
1586	7812.180599
1587	7811.694112
1588	7811.613345
1589	7811.591592
1590	7811.521473
1591	7811.461505
1592	7811.03657
1593	7810.803529
1594	7810.075376
1595	7809.618801
1596	7809.239924
1597	7808.846503
1598	7808.678761
1599	7808.376464
1600	7808.35191
1601	7808.052424
1602	7807.882516
1603	7807.87877
1604	7807.315032
1605	7806.931159
1606	7806.904824
1607	7806.778094
1608	7806.662268
1609	7806.637959
1610	7806.568085
1611	7806.37964
1612	7805.812392
1613	7805.500288
1614	7805.218891
1615	7804.89989
1616	7804.559295
1617	7804.185751
1618	7803.308178
1619	7803.045802
1620	7802.884197
1621	7802.873589
1622	7802.312254
1623	7801.706885
1624	7801.655298
1625	7801.396692
1626	7801.098183
1627	7800.836084
1628	7800.491083
1629	7800.104888
1630	7800.008451
1631	7799.740588
1632	7799.542069
1633	7799.256113
1634	7798.859372
1635	7798.585184
1636	7798.412397
1637	7798.294368
1638	7798.254223
1639	7798.063725
1640	7797.842494
1641	7797.473191
1642	7796.481415
1643	7796.079287
1644	7796.026939
1645	7795.532712
1646	7795.434927
1647	7794.917394
1648	7794.298954
1649	7793.734274
1650	7793.513406
1651	7792.977236
1652	7792.676204
1653	7792.445232
1654	7792.356507
1655	7792.35371
1656	7792.034364
1657	7790.977655
1658	7790.810603
1659	7790.412804
1660	7790.23076
1661	7789.922886
1662	7789.743321
1663	7789.702066
1664	7789.649315
